nome,nome,votos
LINCOLN DINIZ PORTELA,LINCOLN DINIZ PORTELA,98833
MAC DOWEL CAMPOS SILVA,MAC DOWEL CAMPOS SILVA,2777
MAURO CESAR ALVES DE SOUSA,MAURO CESAR ALVES DE SOUSA,7552
NEUSA ALVES BATISTA,NEUSA ALVES BATISTA,61
OLAVO BILAC PINTO NETO,OLAVO BILAC PINTO NETO,123377
RODRIGO MOREIRA LADEIRA GRILO,RODRIGO MOREIRA LADEIRA GRILO,11559
VALÉRIO NETO DE OLIVEIRA,VALÉRIO NETO DE OLIVEIRA,2310
CARLOS DO CARMO ANDRADE MELLES,CARLOS DO CARMO ANDRADE MELLES,107906
CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO RODRIGUES DA SILVEIRA,101039
CARLOS EDUARDO VENTURELLI MOSCONI,CARLOS EDUARDO VENTURELLI MOSCONI,66550
CHRISTIANE OLIVEIRA BEZERRA PRINCE,CHRISTIANE OLIVEIRA BEZERRA PRINCE,229
EDUARDO LUIZ BARROS BARBOSA,EDUARDO LUIZ BARROS BARBOSA,130452
ELMIRO ALVES DO NASCIMENTO,ELMIRO ALVES DO NASCIMENTO,49616
ÍTALO HENRIQUE CASTELO BRANCO MUNIZ,ÍTALO HENRIQUE CASTELO BRANCO MUNIZ,2061
JOÃO BATISTA FERREIRA ARAUJO,JOÃO BATISTA FERREIRA ARAUJO,2171
LEONARDO NASCIMENTO,LEONARDO NASCIMENTO,959
MARCUS VINICIUS CAETANO PESTANA DA SILVA,MARCUS VINICIUS CAETANO PESTANA DA SILVA,131686
MARIA LUCIA DIAS VALENTIM,MARIA LUCIA DIAS VALENTIM,1219
MAURO LUIZ DA SILVA,MAURO LUIZ DA SILVA,658
MISAEL ARTUR FERREIRA VARELLA,MISAEL ARTUR FERREIRA VARELLA,258362
PAULO SAFADY SIMÃO,PAULO SAFADY SIMÃO,16919
PRISCILA BATISTA DE MEDEIROS,PRISCILA BATISTA DE MEDEIROS,1221
VITOR PENIDO DE BARROS,VITOR PENIDO DE BARROS,51561
WAGNER WELLYNGTHON DE BUENO BRANDÃO,WAGNER WELLYNGTHON DE BUENO BRANDÃO,5746
WALTER FERREIRA DE ARAUJO,WALTER FERREIRA DE ARAUJO,854
ZENILDA PEREIRA DE ALMEIDA MARCHEZINE,ZENILDA PEREIRA DE ALMEIDA MARCHEZINE,1325
ANTONIA DE JESUS FERREIRA ARAÚJO,ANTONIA DE JESUS FERREIRA ARAÚJO,2011
DIEGO LEONARDO DE ANDRADE CARVALHO,DIEGO LEONARDO DE ANDRADE CARVALHO,114240
GERALDO THADEU PEDREIRA DOS SANTOS,GERALDO THADEU PEDREIRA DOS SANTOS,61621
JAIME MARTINS FILHO,JAIME MARTINS FILHO,158907
JOSÉ HUMBERTO SOARES,JOSÉ HUMBERTO SOARES,57257
MARCOS AURÉLIO PASCHOALIN,MARCOS AURÉLIO PASCHOALIN,0
MILIANE AMÉLIA DE AGUIAR,MILIANE AMÉLIA DE AGUIAR,4217
PAULA CAMARGOS PINHEIRO,PAULA CAMARGOS PINHEIRO,2429
RENATO BARBOSA DE ANDRADE,RENATO BARBOSA DE ANDRADE,78150
RENZO DO AMARAL BRAZ,RENZO DO AMARAL BRAZ,109509
JAIRO ATAIDE VIEIRA,JAIRO ATAIDE VIEIRA,19273
ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEAO,57920
ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO PRATES RODRIGUES,56304
ALEXANDRE DE AMORIM VELASCO DE SOUZA,ALEXANDRE DE AMORIM VELASCO DE SOUZA,643
ALEXANDRE DE MORAIS MARQUES,ALEXANDRE DE MORAIS MARQUES,4463
ALFREDO DA SILVA RAMALHO,ALFREDO DA SILVA RAMALHO,16450
ANGELA MAIRINK DE SOUZA PEREIRA,ANGELA MAIRINK DE SOUZA PEREIRA,0
ANTONIO FERREIRA PINTO,ANTONIO FERREIRA PINTO,977
ARIADNA BORGES MUNIZ,ARIADNA BORGES MUNIZ,30968
BRUNO BORGES MAGELLA,BRUNO BORGES MAGELLA,814
CACILDA MARIA CARVALHO DA CRUZ,CACILDA MARIA CARVALHO DA CRUZ,1370
CARLOS ANTONIO VIEIRA,CARLOS ANTONIO VIEIRA,5385
CROVYMARA ELIAS BATALHA,CROVYMARA ELIAS BATALHA,1877
FERNANDO ANTONIO CARVALHO FRANCO,FERNANDO ANTONIO CARVALHO FRANCO,5126
FRANCISCO DE ASSIS MACIEL,FRANCISCO DE ASSIS MACIEL,1938
GABRIEL GUIMARÃES DE ANDRADE,GABRIEL GUIMARÃES DE ANDRADE,200014
GEORGE HILTON DOS SANTOS CECILIO,GEORGE HILTON DOS SANTOS CECILIO,146792
GILSON DE CARVALHO QUEIROZ FILHO,GILSON DE CARVALHO QUEIROZ FILHO,23661
GIRLEUSA FERREIRA DE SOUSA,GIRLEUSA FERREIRA DE SOUSA,794
GREYCE DE QUEIROZ ELIAS,GREYCE DE QUEIROZ ELIAS,11655
GUSTAVO DA SILVA PIRES,GUSTAVO DA SILVA PIRES,16013
JOSE LEONARDO COSTA MONTEIRO,JOSE LEONARDO COSTA MONTEIRO,115336
JOSE MARCIO GONÇALVES,JOSE MARCIO GONÇALVES,804
JOSÉ BONOMO NETO,JOSÉ BONOMO NETO,0
JOSÉ DE ARAÚJO GUEDES,JOSÉ DE ARAÚJO GUEDES,4080
JOSÉ GERALDO MENDES DA SILVA,JOSÉ GERALDO MENDES DA SILVA,1105
JOSÉ SARAIVA FELIPE,JOSÉ SARAIVA FELIPE,111317
JOÃO CARLOS SIQUEIRA,JOÃO CARLOS SIQUEIRA,112721
LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO ALVARENGA CARVALHO,78762
LAURINHA FERREIRA GONCALVES,LAURINHA FERREIRA GONCALVES,197
LEONARDO LEMOS BARROS QUINTÃO,LEONARDO LEMOS BARROS QUINTÃO,118469
LINDOMAR GOMES DA SILVA,LINDOMAR GOMES DA SILVA,24920
MARCO TULIO FAISSOL TANNUS,MARCO TULIO FAISSOL TANNUS,12172
MARIA APARECIDA MENEZES VIEIRA,MARIA APARECIDA MENEZES VIEIRA,739
MARIA DO CARMO LARA PERPÉTUO,MARIA DO CARMO LARA PERPÉTUO,44527
MARIA DO SOCORRO JÔ MORAES,MARIA DO SOCORRO JÔ MORAES,67650
MARIA MARGARIDA MARTINS SALOMÃO,MARIA MARGARIDA MARTINS SALOMÃO,78972
MAURO RIBEIRO LOPES,MAURO RIBEIRO LOPES,129795
MIGUEL CORREA DA SILVA JUNIOR,MIGUEL CORREA DA SILVA JUNIOR,93450
NEWTON CARDOSO JÚNIOR,NEWTON CARDOSO JÚNIOR,128488
NILMÁRIO DE MIRANDA,NILMÁRIO DE MIRANDA,51948
NILO SÉRGIO DE MENEZES MACEDO,NILO SÉRGIO DE MENEZES MACEDO,475
ODAIR JOSE DA CUNHA,ODAIR JOSE DA CUNHA,201782
PATRUS ANANIAS DE SOUSA,PATRUS ANANIAS DE SOUSA,147175
PAULO TELLES DA SILVA,PAULO TELLES DA SILVA,15714
PEDRO ZACARIAS DE MAGALHÃES FERREIRA,PEDRO ZACARIAS DE MAGALHÃES FERREIRA,7472
REGINALDO LÁZARO DE OLIVEIRA LOPES,REGINALDO LÁZARO DE OLIVEIRA LOPES,310225
RODRIGO CAMPOS CHAGAS,RODRIGO CAMPOS CHAGAS,5113
RODRIGO OTAVIO SOARES PACHECO,RODRIGO OTAVIO SOARES PACHECO,92743
RONALDO BARBOSA GONÇALVES,RONALDO BARBOSA GONÇALVES,3510
RONALDO BRAGA,RONALDO BRAGA,7636
RONALDO RESENDE RIBEIRO,RONALDO RESENDE RIBEIRO,0
SANDRA MARCELINA DE SOUZA,SANDRA MARCELINA DE SOUZA,1159
SILAS BRASILEIRO,SILAS BRASILEIRO,55766
SOLANGE VITÓRIA LOURENÇO OLIVEIRA,SOLANGE VITÓRIA LOURENÇO OLIVEIRA,490
SÔNIA MARA DE PINHO TAVARES,SÔNIA MARA DE PINHO TAVARES,294
VANDERLEI SANTOS,VANDERLEI SANTOS,148
WADSON NATHANIEL RIBEIRO,WADSON NATHANIEL RIBEIRO,53733
WELITON FERNANDES PRADO,WELITON FERNANDES PRADO,186097
WILIAM TEIXEIRA RODRIGUES,WILIAM TEIXEIRA RODRIGUES,1460
WOSHINGTON LUIS VIANA,WOSHINGTON LUIS VIANA,3299
ADMAR RODRIGUES SOARES,ADMAR RODRIGUES SOARES,3409
ALVARO RODRIGUES COELHO,ALVARO RODRIGUES COELHO,18625
ANTONIO JULIO CRESTON DE VASCONCELLOS,ANTONIO JULIO CRESTON DE VASCONCELLOS,2270
ARIOVALDO DE MELO FILHO,ARIOVALDO DE MELO FILHO,8338
CARLOS HENRIQUE FERRARA FERNANDES,CARLOS HENRIQUE FERRARA FERNANDES,935
CELIA ALVES PEREIRA,CELIA ALVES PEREIRA,3089
CELTON ROCHA MESQUITA,CELTON ROCHA MESQUITA,3324
CESAR LOURENÇO DIAS DE CASTRO,CESAR LOURENÇO DIAS DE CASTRO,1470
CLOVIS ADRIANO GARCIA,CLOVIS ADRIANO GARCIA,674
DOMINGOS FRANCISCO DE CASTRO,DOMINGOS FRANCISCO DE CASTRO,7805
EDMUNDO MIGUEL MARTINS,EDMUNDO MIGUEL MARTINS,1048
EDSON GONCALVES SOARES,EDSON GONCALVES SOARES,13642
EDUARDO DE SOUZA MAIA,EDUARDO DE SOUZA MAIA,3656
ELIANE DE FATIMA SOUZA,ELIANE DE FATIMA SOUZA,541
ELISEU LOURENÇO DA SILVA,ELISEU LOURENÇO DA SILVA,958
ELIZA BEATRIZ GALLO,ELIZA BEATRIZ GALLO,545
FABRICIO LUIS RESENDE,FABRICIO LUIS RESENDE,4124
FERNANDO BORJA PINTO,FERNANDO BORJA PINTO,14972
FRANKLIN ROBERTO DE LIMA SOUZA,FRANKLIN ROBERTO DE LIMA SOUZA,58085
GERALDO HILARIO TORRES,GERALDO HILARIO TORRES,0
HELENA LUCIA DOS SANTOS,HELENA LUCIA DOS SANTOS,527
HELVECIO ANTONIO DE BRITO,HELVECIO ANTONIO DE BRITO,1687
JOÃO JACIEL PEREIRA,JOÃO JACIEL PEREIRA,0
JOSE GOMES DA FONSECA,JOSE GOMES DA FONSECA,438
JOSE REINALDO DE LIMA,JOSE REINALDO DE LIMA,840
JOSE RENATO DE CASTRO,JOSE RENATO DE CASTRO,843
JOSE ROBSON BATISTA DE OLIVEIRA,JOSE ROBSON BATISTA DE OLIVEIRA,4093
KELMA MELO GONÇALVES COSTA,KELMA MELO GONÇALVES COSTA,4221
LUCILIA MARIA OTONI SILVA,LUCILIA MARIA OTONI SILVA,709
LUIS HENRIQUE DE OLIVEIRA RESENDE,LUIS HENRIQUE DE OLIVEIRA RESENDE,114947
MADALENA DE FATIMA GUALBERTO FARIA,MADALENA DE FATIMA GUALBERTO FARIA,695
MARCIO DA SILVA,MARCIO DA SILVA,718
MARIA LUIZA MOTA SILVA,MARIA LUIZA MOTA SILVA,257
MARIA PEREIRA DOS REIS,MARIA PEREIRA DOS REIS,1976
MARILIA RIBEIRO SIMIM,MARILIA RIBEIRO SIMIM,87
MARLUCE RODRIGUES PEREIRA DE PAIVA,MARLUCE RODRIGUES PEREIRA DE PAIVA,655
MIGUEL ANGELO DOS SANTOS,MIGUEL ANGELO DOS SANTOS,1367
MURILO DE PAIVA,MURILO DE PAIVA,620
ORLANDO RODRIGUES MONTEIRO,ORLANDO RODRIGUES MONTEIRO,210
PAULO ALBERTO RISSO DE SOUZA,PAULO ALBERTO RISSO DE SOUZA,15272
PAULO HENRIQUE PAULINO E SILVA,PAULO HENRIQUE PAULINO E SILVA,2790
REGINA CARMEM FERNANDES DOS SANTOS,REGINA CARMEM FERNANDES DOS SANTOS,248
RENATA APARECIDA DE OLIVEIRA VIEIRA,RENATA APARECIDA DE OLIVEIRA VIEIRA,741
ROBERTO ALVES DA SILVA,ROBERTO ALVES DA SILVA,4188
ROBERTO CARLOS MUNIZ,ROBERTO CARLOS MUNIZ,36134
RODRIGO DOS SANTOS MARQUES PORTO,RODRIGO DOS SANTOS MARQUES PORTO,7288
RODRIGO MIRANDA MENDES,RODRIGO MIRANDA MENDES,843
SANDRO GONÇALVES DE OLIVEIRA,SANDRO GONÇALVES DE OLIVEIRA,718
SIDNEY DE OLIVEIRA LIMA,SIDNEY DE OLIVEIRA LIMA,463
TEREZA CRISTINA DE ALMEIDA FREITAS,TEREZA CRISTINA DE ALMEIDA FREITAS,376
THAIS CLAUDIA D AFONSECA DA SILVA,THAIS CLAUDIA D AFONSECA DA SILVA,1362
VERONICA LUCIA DE CARVALHO,VERONICA LUCIA DE CARVALHO,290
VINICIUS SAMOR DE LACERDA,VINICIUS SAMOR DE LACERDA,14568
WANDER CARLOS GOMES,WANDER CARLOS GOMES,695
JOSE RAIMUNDO SILVA,JOSE RAIMUNDO SILVA,8525
ADELMO PADILHA DE MIRANDA,ADELMO PADILHA DE MIRANDA,2474
ALOYSIO RODRIGUES DA CUNHA,ALOYSIO RODRIGUES DA CUNHA,224
MARCELO HENRIQUE TEIXEIRA DIAS,MARCELO HENRIQUE TEIXEIRA DIAS,60383
NANCI JUSSARA MARQUES BARBOSA,NANCI JUSSARA MARQUES BARBOSA,257
ALEXANDRE MAGNO DE MOURA,ALEXANDRE MAGNO DE MOURA,18289
AURÉLIO JOAQUIM DA SILVA,AURÉLIO JOAQUIM DA SILVA,11286
GUSTAVO MARQUES CARVALHO MITRE,GUSTAVO MARQUES CARVALHO MITRE,47101
JOSE MARIA AMORIM DA SILVA,JOSE MARIA AMORIM DA SILVA,1725
JOSÉ ANTONIO PRATES,JOSÉ ANTONIO PRATES,13271
JULIANE LOURDES SILVA,JULIANE LOURDES SILVA,446
MARCELO GUILHERME DE ARO FERREIRA,MARCELO GUILHERME DE ARO FERREIRA,87113
WEDERSON OSMAR MOREIRA,WEDERSON OSMAR MOREIRA,11834
WIRIS CARLOS LOPES,WIRIS CARLOS LOPES,909
DALTON HENRIQUE DE ALBUQUERQUE,DALTON HENRIQUE DE ALBUQUERQUE,370
GEZIEL RAMOS SILVA,GEZIEL RAMOS SILVA,1466
MARCOS TULIO DA SILVA CRUZ,MARCOS TULIO DA SILVA CRUZ,2721
PABLO DO AMARAL LOPES,PABLO DO AMARAL LOPES,878
RICARDO FERNANDO PEDROSA,RICARDO FERNANDO PEDROSA,8710
VILSON LUIZ DA SILVA,VILSON LUIZ DA SILVA,55165
SALMA REGINA GALLATE,SALMA REGINA GALLATE,5046
ALBERTO CARLOS GOMES TAMEIRÃO,ALBERTO CARLOS GOMES TAMEIRÃO,0
SÉRGIO LUCIO DE ALMEIDA,SÉRGIO LUCIO DE ALMEIDA,67458
TILDEN JOSÉ SANTIAGO,TILDEN JOSÉ SANTIAGO,4322
JULIO CESAR DELGADO,JULIO CESAR DELGADO,86245
CLESIO MUCIO DRUMOND FILHO,CLESIO MUCIO DRUMOND FILHO,2217
LUCIANA DE OLIVEIRA ARCHETE,LUCIANA DE OLIVEIRA ARCHETE,368
ALAERSON CHAVES DA SILVA,ALAERSON CHAVES DA SILVA,2005
EUCLESIO MARTINS PROCOPIO,EUCLESIO MARTINS PROCOPIO,364
EVANDRO DA SILVA PEDRAS,EVANDRO DA SILVA PEDRAS,1414
JOSE ANASTACIO DE CARVALHO SILVA FILHO,JOSE ANASTACIO DE CARVALHO SILVA FILHO,1492
JOSE LUIZ AUGUSTO,JOSE LUIZ AUGUSTO,1472
SANDRO LUCIO DE SOUZA COELHO,SANDRO LUCIO DE SOUZA COELHO,5704
STEFANO AGUIAR DOS SANTOS,STEFANO AGUIAR DOS SANTOS,144153
EDIVAM TEODORO,EDIVAM TEODORO,653
AGUINALDO BRAGA DA SILVA,AGUINALDO BRAGA DA SILVA,0
ALEXANDRE KALIL,ALEXANDRE KALIL,0
CELESTE ALFREDO FERNANDES,CELESTE ALFREDO FERNANDES,881
ELZI BARBOSA DA SILVA,ELZI BARBOSA DA SILVA,342
GUSTAVO CESAR ALKIMIN LOPES DE OLIVEIRA,GUSTAVO CESAR ALKIMIN LOPES DE OLIVEIRA,13027
IRIS FERREIRA CHAVES,IRIS FERREIRA CHAVES,1908
LUCAS ISRAEL SILVA DE OLIVEIRA,LUCAS ISRAEL SILVA DE OLIVEIRA,8362
LUCIA MARIA DA SILVA MOREIRA,LUCIA MARIA DA SILVA MOREIRA,623
MARA CHRISTINA FERREIRA ALMADA,MARA CHRISTINA FERREIRA ALMADA,1246
MARDELENE CEZAR RODRIGUES DE JESUS,MARDELENE CEZAR RODRIGUES DE JESUS,1652
MARIA APARECIDA DE OLIVEIRA SOUZA,MARIA APARECIDA DE OLIVEIRA SOUZA,604
MARIA DA CONCEIÇÃO SOARES LEAL FIGUEIREDO,MARIA DA CONCEIÇÃO SOARES LEAL FIGUEIREDO,305
PAULO DA COSTA JÚNIOR,PAULO DA COSTA JÚNIOR,2109
RODRIGO COSTA ARAUJO,RODRIGO COSTA ARAUJO,279
VAGNER ALVES CLEMENTE,VAGNER ALVES CLEMENTE,1116
WANDER GUIMARÃES DAMACENO,WANDER GUIMARÃES DAMACENO,34598
MARCELO LUIZ DE SOUZA ALVES,MARCELO LUIZ DE SOUZA ALVES,301
ROBERTO RIBEIRO GONÇALVES,ROBERTO RIBEIRO GONÇALVES,1646
ALVIMAR ROGERIO DE SOUZA,ALVIMAR ROGERIO DE SOUZA,2360
FRANCISCA MARIA DA SILVA,FRANCISCA MARIA DA SILVA,2391
REGILAINE ALVES DE CARVALHO,REGILAINE ALVES DE CARVALHO,194
ADRIANO MATEUS FERREIRA,ADRIANO MATEUS FERREIRA,654
MARIA PERPETUO SOCORRO DE MORAES,MARIA PERPETUO SOCORRO DE MORAES,510
SONIA MARIA DE DEUS VIEIRA,SONIA MARIA DE DEUS VIEIRA,645
ALOISIO SANTOS NEIVA,ALOISIO SANTOS NEIVA,3678
GERALDO SEBASTIÃO MAGELA DIAS,GERALDO SEBASTIÃO MAGELA DIAS,18154
MARIA RIBEIRO DE ANDRADA E OLIVEIRA FIGUEIREDO,MARIA RIBEIRO DE ANDRADA E OLIVEIRA FIGUEIREDO,1325
MARIENE PATRICIA RODRIGUES,MARIENE PATRICIA RODRIGUES,3776
RICARDO DE OLIVEIRA LOBATO,RICARDO DE OLIVEIRA LOBATO,2005
SAULO MIRANDA PINTO,SAULO MIRANDA PINTO,729
ISAIAS SILVESTRE,ISAIAS SILVESTRE,23229
SONIA FERREIRA DE AMORIM TERRA,SONIA FERREIRA DE AMORIM TERRA,2078
DJALBERT JOSE DE ALMEIDA,DJALBERT JOSE DE ALMEIDA,132
LUCAS GOMES ARCANJO,LUCAS GOMES ARCANJO,653
MANOEL FERREIRA DA SILVA,MANOEL FERREIRA DA SILVA,498
MAURO LUCIO DA SILVA,MAURO LUCIO DA SILVA,2390
ROBERTO SIMAO,ROBERTO SIMAO,0
EDNA FERREIRA DE SALES OLIVEIRA,EDNA FERREIRA DE SALES OLIVEIRA,216
FRANCISCO PANADÉS RUBIÓ,FRANCISCO PANADÉS RUBIÓ,2928
GERALDO FELIPE DA SILVA,GERALDO FELIPE DA SILVA,684
HELDER DA CUNHA EVANGELISTA,HELDER DA CUNHA EVANGELISTA,308
SIDENIR APARECIDO COELHO VENTURA,SIDENIR APARECIDO COELHO VENTURA,1019
WALTER FERREIRA DA COSTA,WALTER FERREIRA DA COSTA,1141
WILLIAN SOARES DO CARMO,WILLIAN SOARES DO CARMO,659
ADRIANA PINHEIRO GODINHO,ADRIANA PINHEIRO GODINHO,5778
ANDRE LUIZ ALMEIDA TURCI,ANDRE LUIZ ALMEIDA TURCI,548
ANTONIO OLIBONI,ANTONIO OLIBONI,37136
CARLOS FREDERICO MARCELO DA CUNHA CAVALCANTI,CARLOS FREDERICO MARCELO DA CUNHA CAVALCANTI,1621
GILBERTO PIRES OLIVEIRA,GILBERTO PIRES OLIVEIRA,732
HELENICE CUNHA DE LIMA,HELENICE CUNHA DE LIMA,1004
JOSE DO CARMO DE LIMA BARBOSA,JOSE DO CARMO DE LIMA BARBOSA,3627
LUIZ ANTONIO BARROSO RODRIGUES,LUIZ ANTONIO BARROSO RODRIGUES,5620
MARCIO CALAFIORI RESENDE,MARCIO CALAFIORI RESENDE,4747
MARCOS ANTONIO ALVIM,MARCOS ANTONIO ALVIM,32272
MOACIR PEREIRA COIMBRA,MOACIR PEREIRA COIMBRA,1770
RAUL GUILHERME PLASSMANN,RAUL GUILHERME PLASSMANN,9082
RUTE DE OLIVEIRA SOUZA,RUTE DE OLIVEIRA SOUZA,84
SILVANA APARECIDA ELIAS,SILVANA APARECIDA ELIAS,385
TANIA RAQUEL DE QUEIROZ MUNIZ,TANIA RAQUEL DE QUEIROZ MUNIZ,96073
VANDERLEI DORNELAS TOMAZ,VANDERLEI DORNELAS TOMAZ,6110
WAGNER JOSE DA SILVA,WAGNER JOSE DA SILVA,357
MARILZA ALVES DE FIGUEIREDO,MARILZA ALVES DE FIGUEIREDO,257
ANA LUCIA BARROSO DA SILVA,ANA LUCIA BARROSO DA SILVA,109
CELY PEREIRA DOS SANTOS,CELY PEREIRA DOS SANTOS,459
DIVA DOMINGOS DA SILVA,DIVA DOMINGOS DA SILVA,340
MARCUS SALVIO PIERONI,MARCUS SALVIO PIERONI,628
ADEILSON QUINTINO DE SOUSA,ADEILSON QUINTINO DE SOUSA,984
ANTONIO EDUARDO MARTINS,ANTONIO EDUARDO MARTINS,38474
CARLOS EDUARDO DA CUNHA,CARLOS EDUARDO DA CUNHA,902
FABIO DOS SANTOS,FABIO DOS SANTOS,1266
GLEISER LUCIO BORONI SOARES,GLEISER LUCIO BORONI SOARES,19701
JOAO CARLOS BEREGENO JUNIOR,JOAO CARLOS BEREGENO JUNIOR,76
LUIS ANTONIO BATISTA,LUIS ANTONIO BATISTA,155
MAGNOLIA RODRIGUES DE SOUZA,MAGNOLIA RODRIGUES DE SOUZA,613
ALEXANDRE RAIMUNDO BARROS LIMA,ALEXANDRE RAIMUNDO BARROS LIMA,4147
ANDREIA MARTINS DE SOUZA BOTELHO,ANDREIA MARTINS DE SOUZA BOTELHO,5818
CLAUDINE BENEDITO BATALHA,CLAUDINE BENEDITO BATALHA,463
CLESIO REZENDE COSTA,CLESIO REZENDE COSTA,1058
JOSE ANTONIO TEIXEIRA DE MENDONÇA,JOSE ANTONIO TEIXEIRA DE MENDONÇA,396
JOSE ROBERTO FAGUNDES DOS SANTOS,JOSE ROBERTO FAGUNDES DOS SANTOS,304
PEDRO WILSON ROCHA,PEDRO WILSON ROCHA,1532
ALEXANDRE GOMES FERREIRA,ALEXANDRE GOMES FERREIRA,905
ANDREIA JACQUELINE PACHECO,ANDREIA JACQUELINE PACHECO,1162
ANTONIO JOSÉ DA SILVA,ANTONIO JOSÉ DA SILVA,333
CLAUDIO ALFREDO DE LIMA NAVES,CLAUDIO ALFREDO DE LIMA NAVES,235
ELIZABETH SIMÕES,ELIZABETH SIMÕES,121
GERALDO MAGELO AUDRIANO,GERALDO MAGELO AUDRIANO,536
JOÃO GOMES DA SILVA,JOÃO GOMES DA SILVA,522
MARCOS MOURA FRANCO,MARCOS MOURA FRANCO,352
MARIA APARECIDA DE OLIVEIRA EULALIO,MARIA APARECIDA DE OLIVEIRA EULALIO,188
ROGÉRIO ALCÂNTARA DE MELO,ROGÉRIO ALCÂNTARA DE MELO,1562
SANDEMBERG SOARES PEREIRA,SANDEMBERG SOARES PEREIRA,2921
SANDRA DE SOUZA CRUZ,SANDRA DE SOUZA CRUZ,294
TANIA GERALDA DE SOUZA SILVA,TANIA GERALDA DE SOUZA SILVA,99
WALTER MOURISSO,WALTER MOURISSO,522
ÁDILA VALDEMIRA SEVERINO DAS NEVES,ÁDILA VALDEMIRA SEVERINO DAS NEVES,641
ANGELA MARIA CARDOSO FARIAS,ANGELA MARIA CARDOSO FARIAS,423
BRUNIELE FERREIRA DA SILVA,BRUNIELE FERREIRA DA SILVA,45380
CARLOS WAGNER DA SILVA DIAS,CARLOS WAGNER DA SILVA DIAS,0
CLARA MARTINS CIRINO DOS SANTOS,CLARA MARTINS CIRINO DOS SANTOS,0
EDSON CORREA BITENCOURT,EDSON CORREA BITENCOURT,1078
EFRAIM LENINI SOARES FRAGA,EFRAIM LENINI SOARES FRAGA,559
ESIO WILSON LEVINO DE ARAÚJO,ESIO WILSON LEVINO DE ARAÚJO,665
FLAVIO DONIZETE GONÇALVES,FLAVIO DONIZETE GONÇALVES,5930
JACKSON EDUARDO DA SILVA,JACKSON EDUARDO DA SILVA,190
JOSÉ ROBERTO CORREIA FRANÇA,JOSÉ ROBERTO CORREIA FRANÇA,1310
MARÍLIA GONÇALVES ANDRADE DE OLIVEIRA,MARÍLIA GONÇALVES ANDRADE DE OLIVEIRA,2855
OVIMAR DOS REIS SOUTO,OVIMAR DOS REIS SOUTO,4033
ROBERTO DE QUEIROZ GONTIJO,ROBERTO DE QUEIROZ GONTIJO,77
SUELY GOMES,SUELY GOMES,287
WANDERSON MATOZINHO DE SOUZA,WANDERSON MATOZINHO DE SOUZA,1805
WATSON AGUIAR,WATSON AGUIAR,50
WELTON LUIZ DE MELO,WELTON LUIZ DE MELO,1464
MARIA DE FATIMA TAVARES,MARIA DE FATIMA TAVARES,1396
JULIO ALVES DA SILVA,JULIO ALVES DA SILVA,584
PATRICK OSORIO DE MELO DOS SANTOS,PATRICK OSORIO DE MELO DOS SANTOS,871
SARA RAYANNE SILVA AZEVEDO,SARA RAYANNE SILVA AZEVEDO,1958
ANDERSON ADAUTO PEREIRA,ANDERSON ADAUTO PEREIRA,0
ENEIAS ANTONIO MARTINS,ENEIAS ANTONIO MARTINS,1078
BARTOLOMEU MAXIMO DE FIGUEIREDO,BARTOLOMEU MAXIMO DE FIGUEIREDO,309
VANILDA CARDOSO OLIVEIRA DE ARAUJO,VANILDA CARDOSO OLIVEIRA DE ARAUJO,102
MARCO ANTÔNIO DE OLIVEIRA ZOCRATO,MARCO ANTÔNIO DE OLIVEIRA ZOCRATO,2925
LUCIANA VAZ VENÂNCIO,LUCIANA VAZ VENÂNCIO,333
BRENO DE CASTRO ALVES CARONE,BRENO DE CASTRO ALVES CARONE,3769
LUIZ OTAVIO DA TRINDADE,LUIZ OTAVIO DA TRINDADE,574
CÁTHIA ÍNDIO DO BRASIL KENTISH,CÁTHIA ÍNDIO DO BRASIL KENTISH,623
STENIO MESSIAS DOS SANTOS,STENIO MESSIAS DOS SANTOS,481
LUIZ CARLOS VICENTE,LUIZ CARLOS VICENTE,403
LUCIENE CRISTINE DE OLIVEIRA FERREIRA,LUCIENE CRISTINE DE OLIVEIRA FERREIRA,1213
MARIA APARECIDA VIEIRA,MARIA APARECIDA VIEIRA,1596
SONIA MARIA FERREIRA,SONIA MARIA FERREIRA,366
ROSANE ALVES DA SILVA,ROSANE ALVES DA SILVA,2048
ALDENI DE SOUZA GUERRA RAMOS,ALDENI DE SOUZA GUERRA RAMOS,145
JANETE DE OLIVEIRA CHAGAS CAMPOS,JANETE DE OLIVEIRA CHAGAS CAMPOS,239
ANTONIO CARLOS DUARTE,ANTONIO CARLOS DUARTE,440
THEREZINHA SANT ANNA COUTO,THEREZINHA SANT ANNA COUTO,424
NORMA MARIA LEÃO,NORMA MARIA LEÃO,118
ÉVELIN LUCÍLIA DA PIEDADE,ÉVELIN LUCÍLIA DA PIEDADE,226
NIVALDO INACIO MORAIS,NIVALDO INACIO MORAIS,3535
IARA MARTINS MORAIS,IARA MARTINS MORAIS,127
IRACI CHAVES MAURICIO VIGO,IRACI CHAVES MAURICIO VIGO,155
WEDER DE OLIVEIRA MATTOS,WEDER DE OLIVEIRA MATTOS,9830
